,F001,F002,F003,F004,F005,F006,F007,F008,F009,F010,F011,F012,F013,F014,F015,F016,F017,F018,F019,F020,F021,F022,F023,F024,F025,F026,F027,F028,F029,F030,F031,F032,F033,F034,F035,F036,F037,F038,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F049,F050,F051,F052,F053,F054,F055,F056,F057,F058,F059,F060,F061,F062,F063,F064,F065,F066,F067,F068,F069,F070,F071,F072,F073,F074,F075,F076,F077,F078,F079,F080,F081,F082,F083,F084,F085,F086,F087,F088,F089,F090,F091,F092,F093,F094,F095,F096,F097,F098,F099,F100,F101,F102,F103,F104,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F119,F120,F121,F122,F123,F124,F125,F126,F127,F128,F129,F130,F131,F132,F133,F134,F135,F136,F137,F138,F139,F140,F141,F142,F143,F144,F145
3h42_H,   0.00000,   0.00000,  40.00000,  36.40000,  66.00000,  60.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.40000,  13.00000,  11.80000,   2.00000,   1.80000,   1.00000,   0.90000,6412.40000,   0.00000,   0.00000,2044.00000, 791.00000,   0.00000, 888.00000, 453.00000,2236.00000,   0.36239,   0.39742,   0.46225,   0.36062,   0.29024,   0.40640,   0.11737,   0.35172,   0.61495,   0.59019,   0.00000,   0.17385,   0.29659,   0.69121,   0.12538,   0.30941,   0.74518,   0.30012,   0.39566,   0.26618,   0.31289,   0.32182,4837.44000,1610.17000,1775.04000, 573.83000,3062.40000,1036.34000,   7.00000,   3.00000,   3.00000,   4.00000,   0.00000,   1.00000,   4.00000,   9.00000,   0.00000,   0.00000,   2.00000,   4.00000,   0.00000,   3.00000,   2.00000,  10.00000,   2.00000,   1.00000,   3.00000,   4.00000,   3.00000,   3.00000,   1.00000,   2.00000,   2.00000,   2.00000,   0.00000,   0.00000,   0.00000,   3.00000,   6.00000,   0.00000,   2.00000,   3.00000,   0.00000,  10.00000,   1.00000,   2.00000,   5.00000,   3.00000,   0.06364,   0.02727,   0.02727,   0.03636,   0.00000,   0.00909,   0.03636,   0.08182,   0.00000,   0.00000,   0.01818,   0.03636,   0.00000,   0.02727,   0.01818,   0.09091,   0.01818,   0.00909,   0.02727,   0.03636,   0.02727,   0.02727,   0.00909,   0.01818,   0.01818,   0.01818,   0.00000,   0.00000,   0.00000,   0.02727,   0.05455,   0.00000,   0.01818,   0.02727,   0.00000,   0.09091,   0.00909,   0.01818,   0.04545,   0.02727
3h0t_B,   0.00000,   0.00000,  44.00000,  40.00000,  71.00000,  64.50000,   0.00000,   0.00000,   1.00000,   0.90000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   8.20000,   8.00000,   7.30000,   6.00000,   5.50000,   2.00000,   1.80000,6439.20000, 324.00000,   0.00000,2178.00000, 216.00000,   0.00000,1756.00000, 740.00000,1225.00000,   0.38895,   0.33838,   0.25912,   0.40853,   0.30791,   0.44189,   0.11108,   0.43662,   0.52155,   0.37252,   0.00000,   0.15962,   0.27809,   0.67070,   0.25606,   0.36985,   0.65991,   0.45709,   0.32354,   0.17156,   0.25795,   0.35167,4865.63000,1656.08000,1359.61000, 635.10000,3506.02000,1020.98000,   3.00000,   3.00000,   4.00000,   5.00000,   0.00000,   6.00000,   2.00000,   4.00000,   0.00000,   0.00000,   2.00000,   3.00000,   0.00000,   1.00000,   4.00000,  12.00000,   3.00000,   1.00000,   1.00000,   5.00000,   4.00000,   3.00000,   2.00000,   0.00000,   2.00000,   3.00000,   0.00000,   2.00000,   0.00000,   5.00000,   6.00000,   0.00000,   1.00000,   2.00000,   1.00000,   5.00000,   4.00000,   3.00000,   5.00000,   3.00000,   0.02727,   0.02727,   0.03636,   0.04545,   0.00000,   0.05455,   0.01818,   0.03636,   0.00000,   0.00000,   0.01818,   0.02727,   0.00000,   0.00909,   0.03636,   0.10909,   0.02727,   0.00909,   0.00909,   0.04545,   0.03636,   0.02727,   0.01818,   0.00000,   0.01818,   0.02727,   0.00000,   0.01818,   0.00000,   0.04545,   0.05455,   0.00000,   0.00909,   0.01818,   0.00909,   0.04545,   0.03636,   0.02727,   0.04545,   0.02727
3grw_H,   2.00000,   1.60000,  50.00000,  40.30000,  86.00000,  69.40000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.80000,   2.00000,   1.60000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,   9.70000,  10.00000,   8.10000,   3.00000,   2.40000,   2.00000,   1.60000,6889.60000,   0.00000,  32.00000,2292.00000, 203.00000,   0.00000,1805.00000, 537.00000,2020.00000,   0.42665,   0.33445,   0.24381,   0.31615,   0.37346,   0.48358,   0.07670,   0.39834,   0.57784,   0.38650,   0.00000,   0.18547,   0.26980,   0.70247,   0.77351,   0.33426,   0.66202,   0.38229,   0.29566,   0.18336,   0.24552,   0.21715,4163.79000,1664.22000,1548.96000, 632.31000,3614.82000,1031.91000,   2.00000,   3.00000,   2.00000,   5.00000,   0.00000,   3.00000,   3.00000,   9.00000,   0.00000,   1.00000,   2.00000,   3.00000,   1.00000,   1.00000,   2.00000,   6.00000,   6.00000,   0.00000,   2.00000,   2.00000,   7.00000,   3.00000,   1.00000,   0.00000,   2.00000,   2.00000,   1.00000,   6.00000,   0.00000,   3.00000,   5.00000,   0.00000,   0.00000,   2.00000,   0.00000,   4.00000,   6.00000,   3.00000,   6.00000,   6.00000,   0.01818,   0.02727,   0.01818,   0.04545,   0.00000,   0.02727,   0.02727,   0.08182,   0.00000,   0.00909,   0.01818,   0.02727,   0.00909,   0.00909,   0.01818,   0.05455,   0.05455,   0.00000,   0.01818,   0.01818,   0.06364,   0.02727,   0.00909,   0.00000,   0.01818,   0.01818,   0.00909,   0.05455,   0.00000,   0.02727,   0.04545,   0.00000,   0.00000,   0.01818,   0.00000,   0.03636,   0.05455,   0.02727,   0.05455,   0.05455
3go1_H,   0.00000,   0.00000,  46.00000,  38.70000,  73.00000,  61.30000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.80000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,   9.00000,   7.60000,   8.00000,   6.70000,   3.00000,   2.50000,   1.00000,   0.80000,6562.70000,   0.00000,   0.00000,1855.00000, 160.00000,   0.00000,1664.00000, 907.00000,1976.00000,   0.38053,   0.41087,   0.37561,   0.39511,   0.39063,   0.53049,   0.07685,   0.34123,   0.47961,   0.46252,   0.40019,   0.13445,   0.30456,   0.56322,   0.22899,   0.00000,   0.60227,   0.37751,   0.31817,   0.13815,   0.17161,   0.24345,4291.23000,2067.74000,1727.38000, 556.48000,2563.86000,1511.26000,   3.00000,   1.00000,   3.00000,   2.00000,   0.00000,   1.00000,   4.00000,   8.00000,   1.00000,   1.00000,   4.00000,   3.00000,   0.00000,   0.00000,   5.00000,   7.00000,   4.00000,   0.00000,   1.00000,   3.00000,   3.00000,   3.00000,   1.00000,   1.00000,   2.00000,   4.00000,   2.00000,   3.00000,   1.00000,   3.00000,   7.00000,   1.00000,   1.00000,   0.00000,   1.00000,   3.00000,   7.00000,   4.00000,   6.00000,   5.00000,   0.02727,   0.00909,   0.02727,   0.01818,   0.00000,   0.00909,   0.03636,   0.07273,   0.00909,   0.00909,   0.03636,   0.02727,   0.00000,   0.00000,   0.04545,   0.06364,   0.03636,   0.00000,   0.00909,   0.02727,   0.02727,   0.02727,   0.00909,   0.00909,   0.01818,   0.03636,   0.01818,   0.02727,   0.00909,   0.02727,   0.06364,   0.00909,   0.00909,   0.00000,   0.00909,   0.02727,   0.06364,   0.03636,   0.05455,   0.04545
3gkw_H,   4.00000,   3.50000,  38.00000,  33.00000,  74.00000,  64.30000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.70000,   0.00000,   0.00000,   0.00000,   0.00000,   5.00000,   4.30000,  12.00000,  10.40000,   8.00000,   7.00000,   1.00000,   0.90000,6560.40000, 287.00000,   0.00000,1788.00000, 679.00000,   0.00000,1393.00000, 581.00000,1831.00000,   0.42835,   0.30874,   0.26549,   0.35112,   0.35743,   0.54423,   0.10870,   0.51992,   0.51160,   0.38410,   0.00000,   0.10831,   0.53053,   0.56381,   0.11213,   0.21134,   0.67758,   0.47652,   0.32358,   0.29061,   0.21839,   0.25040,5069.38000,1506.20000,1139.44000, 557.19000,3929.93000, 949.01000,   2.00000,   2.00000,   4.00000,   4.00000,   0.00000,   3.00000,   5.00000,   8.00000,   0.00000,   0.00000,   3.00000,   6.00000,   0.00000,   1.00000,   2.00000,   8.00000,   5.00000,   1.00000,   1.00000,   1.00000,   4.00000,   2.00000,   0.00000,   0.00000,   2.00000,   2.00000,   1.00000,   4.00000,   0.00000,   4.00000,   0.00000,   0.00000,   1.00000,   6.00000,   0.00000,   2.00000,   8.00000,   3.00000,   5.00000,   5.00000,   0.01905,   0.01905,   0.03810,   0.03810,   0.00000,   0.02857,   0.04762,   0.07619,   0.00000,   0.00000,   0.02857,   0.05714,   0.00000,   0.00952,   0.01905,   0.07619,   0.04762,   0.00952,   0.00952,   0.00952,   0.03810,   0.01905,   0.00000,   0.00000,   0.01905,   0.01905,   0.00952,   0.03810,   0.00000,   0.03810,   0.00000,   0.00000,   0.00952,   0.05714,   0.00000,   0.01905,   0.07619,   0.02857,   0.04762,   0.04762
3gjf_H,   0.00000,   0.00000,  42.00000,  38.20000,  68.00000,  61.80000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   6.00000,   5.50000,  13.00000,  11.80000,   2.00000,   1.80000,   1.00000,   0.90000,6203.80000,   0.00000,   0.00000,1815.00000, 801.00000,   0.00000,1062.00000, 786.00000,1738.00000,   0.37386,   0.35254,   0.31738,   0.36841,   0.33401,   0.49162,   0.09107,   0.33751,   0.52765,   0.48557,   0.00000,   0.12547,   0.28970,   0.70198,   0.15677,   0.25768,   0.67662,   0.34371,   0.36430,   0.20219,   0.31517,   0.26889,4296.70000,1786.47000,1562.58000, 705.64000,2734.12000,1080.83000,   4.00000,   3.00000,   2.00000,   4.00000,   0.00000,   2.00000,   3.00000,  12.00000,   0.00000,   0.00000,   3.00000,   3.00000,   0.00000,   1.00000,   3.00000,   6.00000,   4.00000,   0.00000,   2.00000,   3.00000,   4.00000,   2.00000,   1.00000,   0.00000,   2.00000,   3.00000,   2.00000,   3.00000,   0.00000,   2.00000,   8.00000,   0.00000,   3.00000,   2.00000,   0.00000,   8.00000,   2.00000,   3.00000,   5.00000,   5.00000,   0.03636,   0.02727,   0.01818,   0.03636,   0.00000,   0.01818,   0.02727,   0.10909,   0.00000,   0.00000,   0.02727,   0.02727,   0.00000,   0.00909,   0.02727,   0.05455,   0.03636,   0.00000,   0.01818,   0.02727,   0.03636,   0.01818,   0.00909,   0.00000,   0.01818,   0.02727,   0.01818,   0.02727,   0.00000,   0.01818,   0.07273,   0.00000,   0.02727,   0.01818,   0.00000,   0.07273,   0.01818,   0.02727,   0.04545,   0.04545
3gje_B,   0.00000,   0.00000,  42.00000,  38.20000,  67.00000,  60.90000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.30000,  10.00000,   9.10000,   2.00000,   1.80000,   1.00000,   0.90000,6175.40000,   0.00000,   0.00000,1859.00000, 318.00000,   0.00000,1532.00000, 837.00000,1632.00000,   0.37493,   0.35339,   0.32069,   0.37306,   0.33592,   0.49488,   0.09545,   0.33394,   0.53635,   0.48689,   0.00000,   0.12230,   0.29114,   0.70649,   0.16933,   0.25750,   0.66819,   0.34326,   0.35591,   0.20662,   0.32386,   0.26609,4489.72000,1616.99000,1610.19000, 664.38000,2879.53000, 952.61000,   4.00000,   3.00000,   3.00000,   4.00000,   0.00000,   2.00000,   4.00000,  12.00000,   0.00000,   0.00000,   4.00000,   3.00000,   0.00000,   1.00000,   3.00000,   7.00000,   4.00000,   0.00000,   2.00000,   3.00000,   4.00000,   2.00000,   0.00000,   0.00000,   2.00000,   3.00000,   1.00000,   3.00000,   0.00000,   2.00000,   7.00000,   0.00000,   3.00000,   2.00000,   0.00000,   7.00000,   2.00000,   3.00000,   5.00000,   5.00000,   0.03636,   0.02727,   0.02727,   0.03636,   0.00000,   0.01818,   0.03636,   0.10909,   0.00000,   0.00000,   0.03636,   0.02727,   0.00000,   0.00909,   0.02727,   0.06364,   0.03636,   0.00000,   0.01818,   0.02727,   0.03636,   0.01818,   0.00000,   0.00000,   0.01818,   0.02727,   0.00909,   0.02727,   0.00000,   0.01818,   0.06364,   0.00000,   0.02727,   0.01818,   0.00000,   0.06364,   0.01818,   0.02727,   0.04545,   0.04545
3giz_H,   0.00000,   0.00000,  40.00000,  36.40000,  66.00000,  60.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,  10.00000,   9.10000,   9.00000,   8.20000,   3.00000,   2.70000,   1.00000,   0.90000,6757.00000,   0.00000, 102.00000,1857.00000, 334.00000,   0.00000,1341.00000, 902.00000,2218.00000,   0.38938,   0.39096,   0.36045,   0.39721,   0.46490,   0.48454,   0.11455,   0.38475,   0.62295,   0.59814,   0.15098,   0.21708,   0.29823,   0.56359,   0.19457,   0.28030,   0.75162,   0.30714,   0.33938,   0.19142,   0.35850,   0.31072,5238.73000,1502.04000,1732.06000, 546.24000,3506.67000, 955.80000,   5.00000,   4.00000,   5.00000,   5.00000,   0.00000,   3.00000,   4.00000,  12.00000,   0.00000,   1.00000,   3.00000,   5.00000,   1.00000,   1.00000,   2.00000,   5.00000,   2.00000,   0.00000,   4.00000,   3.00000,   4.00000,   2.00000,   0.00000,   1.00000,   2.00000,   2.00000,   0.00000,   0.00000,   1.00000,   3.00000,   6.00000,   0.00000,   2.00000,   2.00000,   0.00000,   7.00000,   2.00000,   3.00000,   5.00000,   3.00000,   0.04545,   0.03636,   0.04545,   0.04545,   0.00000,   0.02727,   0.03636,   0.10909,   0.00000,   0.00909,   0.02727,   0.04545,   0.00909,   0.00909,   0.01818,   0.04545,   0.01818,   0.00000,   0.03636,   0.02727,   0.03636,   0.01818,   0.00000,   0.00909,   0.01818,   0.01818,   0.00000,   0.00000,   0.00909,   0.02727,   0.05455,   0.00000,   0.01818,   0.01818,   0.00000,   0.06364,   0.01818,   0.02727,   0.04545,   0.02727
3ghe_H,   4.00000,   3.20000,  53.00000,  42.10000,  88.00000,  69.80000,   0.00000,   0.00000,   1.00000,   0.80000,   1.00000,   0.80000,   1.00000,   0.80000,   2.00000,   1.60000,   0.00000,   0.00000,   0.00000,   0.00000,  11.00000,   8.70000,  12.00000,   9.50000,   2.00000,   1.60000,   1.00000,   0.80000,7235.80000,   0.00000, 146.00000,2966.00000, 870.00000,   0.00000, 663.00000, 693.00000,1901.00000,   0.37891,   0.32094,   0.32177,   0.32581,   0.39665,   0.48742,   0.07474,   0.43784,   0.43830,   0.41947,   0.00000,   0.11819,   0.24280,   0.64196,   0.41854,   0.21031,   0.68294,   0.29369,   0.42958,   0.17154,   0.27022,   0.24600,4620.80000,1660.85000,1314.44000, 713.22000,3306.35000, 947.63000,   2.00000,   3.00000,   5.00000,   6.00000,   0.00000,   3.00000,   2.00000,   8.00000,   0.00000,   0.00000,   2.00000,   6.00000,   1.00000,   1.00000,   2.00000,   4.00000,   4.00000,   0.00000,   2.00000,   3.00000,   5.00000,   3.00000,   1.00000,   0.00000,   2.00000,   3.00000,   1.00000,   4.00000,   0.00000,   2.00000,   5.00000,   0.00000,   1.00000,   5.00000,   0.00000,   6.00000,   3.00000,   4.00000,   3.00000,   8.00000,   0.01818,   0.02727,   0.04545,   0.05455,   0.00000,   0.02727,   0.01818,   0.07273,   0.00000,   0.00000,   0.01818,   0.05455,   0.00909,   0.00909,   0.01818,   0.03636,   0.03636,   0.00000,   0.01818,   0.02727,   0.04545,   0.02727,   0.00909,   0.00000,   0.01818,   0.02727,   0.00909,   0.03636,   0.00000,   0.01818,   0.04545,   0.00000,   0.00909,   0.04545,   0.00000,   0.05455,   0.02727,   0.03636,   0.02727,   0.07273
3ghb_H,   2.00000,   1.60000,  51.00000,  39.80000,  86.00000,  67.20000,   0.00000,   0.00000,   1.00000,   0.80000,   1.00000,   0.80000,   0.00000,   0.00000,   1.00000,   0.80000,   0.00000,   0.00000,   0.00000,   0.00000,  12.00000,   9.40000,  12.00000,   9.40000,   2.00000,   1.60000,   2.00000,   1.60000,7613.60000,   0.00000, 148.00000,3064.00000,1061.00000,   0.00000, 729.00000, 751.00000,1862.00000,   0.46275,   0.35508,   0.36206,   0.31460,   0.21118,   0.40026,   0.07963,   0.29694,   0.57385,   0.41247,   0.00000,   0.39750,   0.23187,   0.69043,   0.58976,   0.29646,   0.73327,   0.36859,   0.32304,   0.18083,   0.17962,   0.23065,4734.94000,1597.76000,1699.47000, 641.32000,4035.48000, 956.44000,   2.00000,   3.00000,   1.00000,   7.00000,   0.00000,   1.00000,   3.00000,  10.00000,   0.00000,   2.00000,   2.00000,   7.00000,   2.00000,   2.00000,   2.00000,   4.00000,   6.00000,   0.00000,   0.00000,   2.00000,   3.00000,   2.00000,   1.00000,   1.00000,   2.00000,   2.00000,   1.00000,   5.00000,   0.00000,   2.00000,   6.00000,   0.00000,   0.00000,   2.00000,   0.00000,   4.00000,   7.00000,   4.00000,   3.00000,   9.00000,   0.01818,   0.02727,   0.00909,   0.06364,   0.00000,   0.00909,   0.02727,   0.09091,   0.00000,   0.01818,   0.01818,   0.06364,   0.01818,   0.01818,   0.01818,   0.03636,   0.05455,   0.00000,   0.00000,   0.01818,   0.02727,   0.01818,   0.00909,   0.00909,   0.01818,   0.01818,   0.00909,   0.04545,   0.00000,   0.01818,   0.05455,   0.00000,   0.00000,   0.01818,   0.00000,   0.03636,   0.06364,   0.03636,   0.02727,   0.08182
3gbn_H,   2.00000,   1.70000,  43.00000,  36.40000,  72.00000,  61.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   2.00000,   1.70000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   6.80000,   8.00000,   6.80000,   3.00000,   2.50000,   1.00000,   0.80000,6515.90000,   0.00000,  50.00000,1611.00000, 443.00000,   0.00000,1157.00000,1124.00000,2129.00000,   0.40123,   0.33441,   0.27096,   0.39421,   0.00000,   0.39843,   0.08563,   0.44938,   0.51642,   0.39672,   0.19125,   0.19608,   0.51150,   0.49808,   0.17752,   0.41602,   0.63350,   0.32457,   0.33792,   0.17247,   0.19950,   0.32147,4804.93000,1669.49000,1556.33000, 741.75000,3248.60000, 927.74000,   2.00000,   3.00000,   0.00000,   4.00000,   0.00000,   4.00000,   4.00000,   9.00000,   0.00000,   1.00000,   1.00000,   7.00000,   1.00000,   2.00000,   5.00000,   5.00000,   5.00000,   0.00000,   0.00000,   3.00000,   7.00000,   1.00000,   0.00000,   0.00000,   2.00000,   1.00000,   2.00000,   5.00000,   1.00000,   4.00000,   1.00000,   1.00000,   3.00000,   2.00000,   0.00000,   3.00000,   4.00000,   3.00000,   6.00000,   8.00000,   0.01818,   0.02727,   0.00000,   0.03636,   0.00000,   0.03636,   0.03636,   0.08182,   0.00000,   0.00909,   0.00909,   0.06364,   0.00909,   0.01818,   0.04545,   0.04545,   0.04545,   0.00000,   0.00000,   0.02727,   0.06364,   0.00909,   0.00000,   0.00000,   0.01818,   0.00909,   0.01818,   0.04545,   0.00909,   0.03636,   0.00909,   0.00909,   0.02727,   0.01818,   0.00000,   0.02727,   0.03636,   0.02727,   0.05455,   0.07273
3g6a_H,   0.00000,   0.00000,  40.00000,  36.40000,  70.00000,  63.60000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   3.00000,   2.70000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.30000,  12.00000,  10.90000,   2.00000,   1.80000,   1.00000,   0.90000,6165.30000,   0.00000,  73.00000,1780.00000, 626.00000,   0.00000,1266.00000, 801.00000,1614.00000,   0.36880,   0.33153,   0.27712,   0.35108,   0.32055,   0.46448,   0.11467,   0.48978,   0.49282,   0.47488,   0.26255,   0.08795,   0.29271,   0.69142,   0.14189,   0.25789,   0.57150,   0.37519,   0.33726,   0.24053,   0.18865,   0.30897,4404.83000,1615.01000,1442.08000, 622.47000,2962.75000, 992.54000,   5.00000,   3.00000,   5.00000,   5.00000,   0.00000,   4.00000,   3.00000,   9.00000,   0.00000,   0.00000,   3.00000,   3.00000,   0.00000,   1.00000,   2.00000,   8.00000,   2.00000,   1.00000,   0.00000,   4.00000,   4.00000,   3.00000,   1.00000,   1.00000,   2.00000,   2.00000,   0.00000,   3.00000,   1.00000,   3.00000,   7.00000,   0.00000,   2.00000,   3.00000,   1.00000,   4.00000,   3.00000,   3.00000,   6.00000,   3.00000,   0.04545,   0.02727,   0.04545,   0.04545,   0.00000,   0.03636,   0.02727,   0.08182,   0.00000,   0.00000,   0.02727,   0.02727,   0.00000,   0.00909,   0.01818,   0.07273,   0.01818,   0.00909,   0.00000,   0.03636,   0.03636,   0.02727,   0.00909,   0.00909,   0.01818,   0.01818,   0.00000,   0.02727,   0.00909,   0.02727,   0.06364,   0.00000,   0.01818,   0.02727,   0.00909,   0.03636,   0.02727,   0.02727,   0.05455,   0.02727
3g6a_B,   0.00000,   0.00000,  40.00000,  36.40000,  71.00000,  64.50000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   3.00000,   2.70000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   7.30000,  12.00000,  10.90000,   3.00000,   2.70000,   1.00000,   0.90000,6169.20000,   0.00000,  72.00000,1794.00000, 830.00000,   0.00000,1120.00000, 753.00000,1599.00000,   0.36914,   0.32827,   0.27561,   0.34651,   0.32887,   0.46061,   0.11482,   0.48936,   0.49522,   0.47126,   0.26174,   0.08584,   0.28815,   0.69011,   0.13925,   0.25169,   0.57623,   0.38047,   0.33041,   0.24035,   0.19004,   0.30355,4260.42000,1735.55000,1379.47000, 662.09000,2880.95000,1073.46000,   5.00000,   3.00000,   4.00000,   5.00000,   0.00000,   4.00000,   3.00000,   9.00000,   0.00000,   0.00000,   2.00000,   3.00000,   0.00000,   1.00000,   2.00000,   7.00000,   2.00000,   1.00000,   0.00000,   4.00000,   4.00000,   3.00000,   2.00000,   1.00000,   2.00000,   2.00000,   0.00000,   3.00000,   1.00000,   3.00000,   8.00000,   0.00000,   2.00000,   3.00000,   1.00000,   5.00000,   3.00000,   3.00000,   6.00000,   3.00000,   0.04545,   0.02727,   0.03636,   0.04545,   0.00000,   0.03636,   0.02727,   0.08182,   0.00000,   0.00000,   0.01818,   0.02727,   0.00000,   0.00909,   0.01818,   0.06364,   0.01818,   0.00909,   0.00000,   0.03636,   0.03636,   0.02727,   0.01818,   0.00909,   0.01818,   0.01818,   0.00000,   0.02727,   0.00909,   0.02727,   0.07273,   0.00000,   0.01818,   0.02727,   0.00909,   0.04545,   0.02727,   0.02727,   0.05455,   0.02727
3g04_B,   4.00000,   3.40000,  46.00000,  39.00000,  76.00000,  64.40000,   0.00000,   0.00000,   1.00000,   0.80000,   0.00000,   0.00000,   1.00000,   0.80000,   2.00000,   1.70000,   0.00000,   0.00000,   0.00000,   0.00000,   8.00000,   6.80000,  12.00000,  10.20000,   3.00000,   2.50000,   1.00000,   0.80000,6421.40000,   0.00000, 180.00000,1914.00000, 554.00000,   0.00000,1271.00000, 575.00000,1926.00000,   0.39653,   0.32061,   0.29742,   0.30387,   0.25656,   0.42345,   0.06940,   0.43530,   0.42308,   0.40367,   0.53592,   0.21346,   0.23271,   0.55256,   0.14239,   0.21290,   0.61840,   0.43767,   0.31447,   0.28101,   0.30423,   0.30723,4776.84000,1724.62000,1220.22000, 636.00000,3556.62000,1088.61000,   2.00000,   2.00000,   1.00000,   3.00000,   0.00000,   3.00000,   4.00000,   7.00000,   1.00000,   1.00000,   1.00000,   7.00000,   0.00000,   0.00000,   4.00000,   7.00000,   4.00000,   1.00000,   3.00000,   3.00000,   3.00000,   3.00000,   3.00000,   1.00000,   2.00000,   3.00000,   0.00000,   5.00000,   0.00000,   3.00000,   6.00000,   0.00000,   2.00000,   2.00000,   0.00000,   5.00000,   4.00000,   4.00000,   5.00000,   5.00000,   0.01818,   0.01818,   0.00909,   0.02727,   0.00000,   0.02727,   0.03636,   0.06364,   0.00909,   0.00909,   0.00909,   0.06364,   0.00000,   0.00000,   0.03636,   0.06364,   0.03636,   0.00909,   0.02727,   0.02727,   0.02727,   0.02727,   0.02727,   0.00909,   0.01818,   0.02727,   0.00000,   0.04545,   0.00000,   0.02727,   0.05455,   0.00000,   0.01818,   0.01818,   0.00000,   0.04545,   0.03636,   0.03636,   0.04545,   0.04545
3fzu_H,   0.00000,   0.00000,  40.00000,  36.40000,  64.00000,  58.20000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   0.00000,   1.00000,   0.90000,   2.00000,   1.80000,   0.00000,   0.00000,   0.00000,   0.00000,   7.00000,   6.40000,  11.00000,  10.00000,   2.00000,   1.80000,   1.00000,   0.90000,6377.20000,   0.00000,   0.00000,1929.00000, 658.00000,   0.00000,1042.00000, 740.00000,2004.00000,   0.35805,   0.35971,   0.39039,   0.37177,   0.35517,   0.41146,   0.09252,   0.49217,   0.50856,   0.50739,   0.00000,   0.10751,   0.27730,   0.63613,   0.12391,   0.25566,   0.69149,   0.27204,   0.42640,   0.21903,   0.19939,   0.22546,4270.48000,1827.12000,1462.39000, 639.77000,2808.09000,1187.35000,   5.00000,   4.00000,   4.00000,   4.00000,   0.00000,   3.00000,   4.00000,  10.00000,   0.00000,   0.00000,   3.00000,   3.00000,   0.00000,   1.00000,   3.00000,   5.00000,   4.00000,   0.00000,   0.00000,   1.00000,   4.00000,   3.00000,   1.00000,   1.00000,   2.00000,   2.00000,   1.00000,   2.00000,   0.00000,   2.00000,   6.00000,   0.00000,   2.00000,   4.00000,   0.00000,   9.00000,   3.00000,   4.00000,   5.00000,   5.00000,   0.04545,   0.03636,   0.03636,   0.03636,   0.00000,   0.02727,   0.03636,   0.09091,   0.00000,   0.00000,   0.02727,   0.02727,   0.00000,   0.00909,   0.02727,   0.04545,   0.03636,   0.00000,   0.00000,   0.00909,   0.03636,   0.02727,   0.00909,   0.00909,   0.01818,   0.01818,   0.00909,   0.01818,   0.00000,   0.01818,   0.05455,   0.00000,   0.01818,   0.03636,   0.00000,   0.08182,   0.02727,   0.03636,   0.04545,   0.04545
