pdb	Hchain	Lchain	model	antigen_chain	antigen_type	antigen_het_name	antigen_name	short_header	date	compound	organism	heavy_species	light_species	antigen_species	authors	resolution	method	r_free	r_factor	scfv	engineered	heavy_subclass	light_subclass	light_ctype	affinity	delta_g	affinity_method	temperature	pmid
5e08	H	L	0	N	nucleic-acid	NA	rna	Immune system/RNA	09/28/15	Specific Recognition of a Single-stranded RNA Sequence by an Engineered Synthetic Antibody Fragment	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	synthetic construct	Huang, H., Qin, D., Li, N., Shao, Y., Staley, J.P., Kossiakoff, A.A., Koide, S., Piccirilli, J.A.	2.38	X-RAY DIFFRACTION	0.234	0.209	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
1rz7	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	12/24/03	CRYSTAL STRUCTURE OF HUMAN ANTI-HIV-1 GP120-REACTIVE ANTIBODY 48D	HOMO SAPIENS	homo sapiens	homo sapiens		Huang, C.C., Venturi, M., Majeed, S., Moore, M.J., Phogat, S., Zhang, M.-Y., Dimitrov, D.S., Hendrickson, W.A., Robinson, J., Sodroski, J., Wyatt, R., Choe, H., Farzan, M., Kwong, P.D.	2.0	X-RAY DIFFRACTION	0.231	0.201	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
5tfs	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/26/16	Structure of chimeric 02-K Fab, a VRC01-like germline antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Pancera, M.	2.319	X-RAY DIFFRACTION	0.228	0.201	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4g6j	H	L	0	A	protein	NA	interleukin-1 beta	IMMUNE SYSTEM	07/19/12	Crystal structure of human IL-1beta in complex with the therapeutic antibody binding fragment of canakinumab		homo sapiens	homo sapiens	homo sapiens	Blech, M., Hoerer, S.	2.03	X-RAY DIFFRACTION	0.252	0.226	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4olz	H	L	0	G	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	01/25/14	Crystal structure of antibody VRC07-G54W in complex with clade A/E 93TH057 HIV-1 gp120 core	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kwon, Y.D., Kwong, P.D.	2.1	X-RAY DIFFRACTION	0.254	0.203	False	True	unknown	IGKV3	Kappa	None	None	None	None	None
4oly	H	L	0	G	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	01/25/14	Crystal structure of antibody VRC07-G54R in complex with clade A/E 93TH057 HIV-1 gp120 core	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kwon, Y.D., Kwong, P.D.	2.351	X-RAY DIFFRACTION	0.244	0.201	False	True	unknown	IGKV3	Kappa	None	None	None	None	None
4olx	H	L	0	G	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	01/25/14	Crystal structure of antibody VRC07-G54L in complex with clade A/E 93TH057 HIV-1 gp120 core	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kwon, Y.D., Kwong, P.D.	2.2	X-RAY DIFFRACTION	0.247	0.201	False	True	unknown	IGKV3	Kappa	None	None	None	None	None
4olv	H	L	0	G	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	01/25/14	Crystal structure of antibody VRC07-G54F in complex with clade A/E 93TH057 HIV-1 gp120 core	HUMAN IMMUNODEFICIENCY VIRUS 1; HOMO SAPIENS	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kwon, Y.D., Kwong, P.D.	2.5	X-RAY DIFFRACTION	0.253	0.203	False	True	unknown	IGKV3	Kappa	None	None	None	None	None
4olu	H	L	0	G	protein	NA	envelope glycoprotein gp160	VIRAL PROTEIN/IMMUNE SYSTEM	01/25/14	Crystal structure of antibody VRC07 in complex with clade A/E 93TH057 HIV-1 gp120 core	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Kwon, Y.D., Kwong, P.D.	2.202	X-RAY DIFFRACTION	0.248	0.199	False	True	unknown	IGKV3	Kappa	None	None	None	None	None
5dt1	H	L	0	L	carbohydrate	NAG	polysaccharide	IMMUNE SYSTEM	09/17/15	Crystal structure of human Fab CAP256-VRC26.25, a potent V1V2-directed HIV-1 broadly neutralizing antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Gorman, J., Kwong, P.D.	1.954	X-RAY DIFFRACTION	0.215	0.169	False	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
5fgb	E	B	0	G	peptide	NA	genome polyprotein	IMMUNE SYSTEM	12/20/15	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC33.4	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus genotype 1a (isolate h)	Girard-Blanc, C., Rey, F.A., Krey, T.	1.65	X-RAY DIFFRACTION	0.190	0.171	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
5fgb	C	A	0	F	peptide	NA	genome polyprotein	IMMUNE SYSTEM	12/20/15	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC33.4	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus genotype 1a (isolate h)	Girard-Blanc, C., Rey, F.A., Krey, T.	1.65	X-RAY DIFFRACTION	0.190	0.171	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
5f9o	H	L	0	G	protein	NA	clade a/e 93th057 hiv-1 gp120 core	IMMUNE SYSTEM	12/10/15	Crystal structure of broadly neutralizing VH1-46 germline-derived CD4-binding site-directed antibody CH235.09 in complex with HIV-1 clade A/E 93TH057 gp120	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Joyce, M.G., Mascola, J.R., Kwong, P.D.	1.86	X-RAY DIFFRACTION	0.221	0.204	False	True	unknown	IGKV3	Kappa	None	None	None	None	None
5e8e	B	A	0	H	protein	NA	thrombin heavy chain	IMMUNE SYSTEM/HYDROLASE	10/14/15	Crystal structure of thrombin bound to an exosite 1-specific IgA Fab	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Baglin, T.P., Langdown, J., Frasson, R., Huntington, J.A.	1.9	X-RAY DIFFRACTION	0.244	0.201	False	False	IGHV1	IGKV3	Kappa	None	None	None	None	None
3h42	H	L	0	B | A	protein | protein	NA | NA	proprotein convertase subtilisin/kexin type 9 | proprotein convertase subtilisin/kexin type 9	HYDROLASE/IMMUNE SYSTEM	04/17/09	Crystal structure of PCSK9 in complex with Fab from LDLR competitive antibody	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens | homo sapiens	Piper, D.E., Walker, N.P.C., Romanow, W.G., Thibault, S.T., Tsai, M.M., Yang, E.	2.3	X-RAY DIFFRACTION	0.209	0.191	False	True	IGHV3	IGLV1	Lambda	4.00e-12	-15.54	19443683
5f96	H	L	0	G	protein	NA	clade a/e 93th057 hiv-1 gp120 core	IMMUNE SYSTEM	12/09/15	Crystal structure of broadly neutralizing VH1-46 germline-derived CD4-binding site-directed antibody CH235.12 in complex with HIV-1 clade A/E 93TH057 gp120	HOMO SAPIENS; HUMAN IMMUNODEFICIENCY VIRUS 1	homo sapiens	homo sapiens	human immunodeficiency virus 1	Zhou, T., Kwong, P.D.	2.2407	X-RAY DIFFRACTION	0.233	0.190	False	True	unknown	IGKV3	Kappa	None	None	None	None	None
4u6v	H	L	0	A	protein	NA	alpha-hemolysin	IMMUNE SYSTEM	07/29/14	Mechanisms of Neutralization of a Human Anti-Alpha Toxin Antibody	HOMO SAPIENS; STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH60	homo sapiens	homo sapiens	staphylococcus aureus subsp. aureus tch60	Oganesyan, V.Y., Peng, L., Damschroder, M.M., Cheng, L., Sadowska, A., Tkaczyk, C., Sellman, B., Wu, H., Dall'Acqua, W.F.	2.56	X-RAY DIFFRACTION	0.235	0.198	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4u6v	K	M	0	B	protein	NA	alpha-hemolysin	IMMUNE SYSTEM	07/29/14	Mechanisms of Neutralization of a Human Anti-Alpha Toxin Antibody	HOMO SAPIENS; STAPHYLOCOCCUS AUREUS SUBSP. AUREUS TCH60	homo sapiens	homo sapiens	staphylococcus aureus subsp. aureus tch60	Oganesyan, V.Y., Peng, L., Damschroder, M.M., Cheng, L., Sadowska, A., Tkaczyk, C., Sellman, B., Wu, H., Dall'Acqua, W.F.	2.56	X-RAY DIFFRACTION	0.235	0.198	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4zd3	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	04/16/15	Structure of a transglutaminase 2-specific autoantibody Fab fragment	HOMO SAPIENS	homo sapiens	homo sapiens		Chen, X., Dalhus, B., Hnida, K., Iversen, R., Sollid, L.M.	2.4	X-RAY DIFFRACTION	0.264	0.200	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
5tf1	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	09/23/16	Structure of chimeric 02-CC Fab, a VRC01-like germline antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Pancera, M.	1.858	X-RAY DIFFRACTION	0.233	0.210	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
4nrx	A	B	0	C	peptide	NA	envelope glycoprotein gp41	IMMUNE SYSTEM	11/27/13	Crystal Structure of HIV-1 Neutralizing Antibody m66 in complex with gp41 MPER peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Ofek, G., Yang, Y., Kwong, P.D.	2.21	X-RAY DIFFRACTION	0.215	0.188	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
4nrx	H	L	0	P	peptide	NA	envelope glycoprotein gp41	IMMUNE SYSTEM	11/27/13	Crystal Structure of HIV-1 Neutralizing Antibody m66 in complex with gp41 MPER peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Ofek, G., Yang, Y., Kwong, P.D.	2.21	X-RAY DIFFRACTION	0.215	0.188	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
4nrx	D	E	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/27/13	Crystal Structure of HIV-1 Neutralizing Antibody m66 in complex with gp41 MPER peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Ofek, G., Yang, Y., Kwong, P.D.	2.21	X-RAY DIFFRACTION	0.215	0.188	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
4nrz	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/27/13	Crystal Structure of HIV-1 Neutralizing Antibody m66.6	HOMO SAPIENS	homo sapiens	homo sapiens		Ofek, G., Yang, Y., Kwong, P.D.	2.42	X-RAY DIFFRACTION	0.216	0.177	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
4nrz	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/27/13	Crystal Structure of HIV-1 Neutralizing Antibody m66.6	HOMO SAPIENS	homo sapiens	homo sapiens		Ofek, G., Yang, Y., Kwong, P.D.	2.42	X-RAY DIFFRACTION	0.216	0.177	False	True	IGHV5	IGKV1	Kappa	None	None	None	None	None
4jzo	A	B	0	J	peptide	NA	envelope glycoprotein e2	immune system/viral protein	04/03/13	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC84-27	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus (isolate h)	Krey, T., Rey, F.A.	2.22	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
4jzo	D	E	0	I	peptide	NA	envelope glycoprotein e2	immune system/viral protein	04/03/13	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC84-27	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus (isolate h)	Krey, T., Rey, F.A.	2.22	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
4jzo	C	F	0	K	peptide	NA	envelope glycoprotein e2	immune system/viral protein	04/03/13	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC84-27	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus (isolate h)	Krey, T., Rey, F.A.	2.22	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
4jzo	G	H	0	L	peptide	NA	envelope glycoprotein e2	immune system/viral protein	04/03/13	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC84-27	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus (isolate h)	Krey, T., Rey, F.A.	2.22	X-RAY DIFFRACTION	0.236	0.196	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
5cck	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/02/15	Crystal structure of Human anti-HIV-1 broadly neutralizing antibody 3BC315 Fab	HOMO SAPIENS	homo sapiens	homo sapiens		Lee, J.H., Ward, A.B., Wilson, I.A.	1.95	X-RAY DIFFRACTION	0.207	0.156	False	True	IGHV1	IGLV2	Lambda	None	None	None	None	None
2b0s	H	L	0	P	peptide	NA	mn peptide of exterior membrane glycoprotein gp120	IMMMUNE SYSTEM	09/14/05	Crystal structure analysis of anti-HIV-1 V3 Fab 2219 in complex with MN peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Stanfield, R.L., Gorny, M.K., Zolla-Pazner, S., Wilson, I.A.	2.3	X-RAY DIFFRACTION	0.267	0.217	False	False	IGHV5	IGLV1	Lambda	None	None	None	None	None
3idn	B	A	0	C	peptide	NA	gp41 mper peptide analog	IMMUNE SYSTEM	07/21/09	Crystal structure of the HIV-1 Cross Neutralizing Monoclonal Antibody 2F5 Fab' fragment in complex with gp41 Peptide analog ELD(Paf)WAS	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Julien, J.-P., Bryson, S., Pai, E.F.	2.25	X-RAY DIFFRACTION	0.238	0.220	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None
5tfw	H	L	0	O	protein	NA	10e8 epitope scaffold t117v2	IMMUNE SYSTEM	09/26/16	Crystal structure of 10E8 Fab light chain mutant2 against the MPER region of the HIV-1 Env, in complex with T117v2 epitope scaffold	SYNTHETIC CONSTRUCT; HOMO SAPIENS	homo sapiens	homo sapiens	synthetic construct	Irimia, A., Wilson, I.A.	2.168	X-RAY DIFFRACTION	0.228	0.169	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
3fn0	H	L	0	P	peptide	NA	envelope polyprotein gp160	IMMUNE SYSTEM	12/22/08	Crystal structure of HIV-1 neutralizing human Fab Z13e1 in complex with a 12-residue peptide containing the Z13e1 epitope on gp41	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Pejchal, R., Wilson, I.A., Zwick, M.B.	1.8	X-RAY DIFFRACTION	0.252	0.210	False	True	IGHV4	IGKV3	Kappa	None	None	None	None	None
2i5y	R	Q	0	P	protein	NA	exterior membrane glycoprotein(gp120)	VIRAL PROTEIN/IMMUNE SYSTEM	08/26/06	Crystal structure of CD4M47, a scorpion-toxin mimic of CD4, in complex with HIV-1 YU2 GP120 envelope glycoprotein and anti-HIV-1 antibody 17B	HUMAN IMMUNODEFICIENCY VIRUS; HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus	Huang, C.-C., Kwong, P.D.	2.2	X-RAY DIFFRACTION	0.273	0.214	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
2i5y	H	L	0	G	protein	NA	exterior membrane glycoprotein(gp120)	VIRAL PROTEIN/IMMUNE SYSTEM	08/26/06	Crystal structure of CD4M47, a scorpion-toxin mimic of CD4, in complex with HIV-1 YU2 GP120 envelope glycoprotein and anti-HIV-1 antibody 17B	HUMAN IMMUNODEFICIENCY VIRUS; HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus	Huang, C.-C., Kwong, P.D.	2.2	X-RAY DIFFRACTION	0.273	0.214	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
2a9m	I	M	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/12/05	Structural Analysis of a Tight-binding Fluorescein-scFv; apo form	HOMO SAPIENS	homo sapiens	homo sapiens		Cambillau, C., Spinelli, S., Honegger, A., Pluckthun, A.	2.1	X-RAY DIFFRACTION	0.263	0.210	True	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
2a9m	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	07/12/05	Structural Analysis of a Tight-binding Fluorescein-scFv; apo form	HOMO SAPIENS	homo sapiens	homo sapiens		Cambillau, C., Spinelli, S., Honegger, A., Pluckthun, A.	2.1	X-RAY DIFFRACTION	0.263	0.210	True	True	IGHV3	IGLV1	Lambda	None	None	None	None	None
1igm	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	07/10/92	THREE DIMENSIONAL STRUCTURE OF AN FV FROM A HUMAN IGM IMMUNOGLOBULIN	HOMO SAPIENS	homo sapiens	homo sapiens		Fan, Z.-C., Guddat, L.W., Edmundson, A.B.	2.3	X-RAY DIFFRACTION	unknown	unknown	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
4hpy	H	L	0	P	peptide	NA	envelope glycoprotein gp160	Immune System/Viral Protein	10/24/12	Crystal structure of RV144-elicited antibody CH59 in complex with V2 peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	McLellan, J.S., Gorman, J., Haynes, B.F., Kwong, P.D.	1.5	X-RAY DIFFRACTION	0.187	0.171	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
4xbe	H	L	0	P	peptide	NA	peptide fragment of hiv glycoprotein (gp41) including theregion 671-683 of the mper 	IMMUNE SYSTEM	12/16/14	Crystal structure of human 4E10 Fab in complex with its peptide epitope on HIV-1 gp41: crystals cryoprotected with sphingomyelin (02:0 SM (d18:1/2:0)).	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	human immunodeficiency virus 1	Irimia, A., Stanfield, R.L., Wilson, I.A.	1.756	X-RAY DIFFRACTION	0.197	0.150	False	True	IGHV1	IGKV3	Kappa	None	None	None	None	None
5ea0	H	L	0	P	peptide	NA	complement factor h-related protein 2	IMMUNE SYSTEM	10/15/15	Structure of the antibody 7968 with human complement factor H-derived peptide	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	homo sapiens	Bushey, R.T., Moody, M.A., Nicely, N.I., Alam, S.M., Haynes, B.F., Winkler, M.T., Gottlin, E.B., Campa, M.J., Liao, H.-X., Patz Jr., E.F.	2.0	X-RAY DIFFRACTION	0.275	0.196	False	True	IGHV3	IGKV4	Kappa	None	None	None	None	None
3kr3	H	L	0	D	protein	NA	insulin-like growth factor ii	IMMUNE SYSTEM	11/17/09	Crystal structure of IGF-II antibody complex	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Peat, T.S., Newman, J., Adams, T.E.	2.2	X-RAY DIFFRACTION	0.251	0.199	False	True	IGHV3	IGKV1	Kappa	4.90E-11	-14.06	SPR	25	20515953
3bn9	F	E	0	A	protein	NA	membrane-type serine protease 1	HYDROLASE	12/13/07	Crystal Structure of MT-SP1 in complex with Fab Inhibitor E2	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Farady, C.J., Schneider, E.L., Egea, P.F., Goetz, D.H., Craik, C.S.	2.173	X-RAY DIFFRACTION	0.267	0.223	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
3bn9	D	C	0	B	protein	NA	membrane-type serine protease 1	HYDROLASE	12/13/07	Crystal Structure of MT-SP1 in complex with Fab Inhibitor E2	HOMO SAPIENS	homo sapiens	homo sapiens	homo sapiens	Farady, C.J., Schneider, E.L., Egea, P.F., Goetz, D.H., Craik, C.S.	2.173	X-RAY DIFFRACTION	0.267	0.223	False	True	IGHV3	IGKV1	Kappa	None	None	None	None	None
2pw2	B	A	0	C	peptide	NA	peptide epitope	IMMUNE SYSTEM	05/10/07	Crystal structure of the HIV-1 Cross Neutralizing Monoclonal Antibody 2F5 in complex with gp41 Peptide ELDKWKSL	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens		Bryson, S., Julien, J.-P., Hynes, R.C., Pai, E.F.	2.55	X-RAY DIFFRACTION	0.237	0.218	False	False	IGHV2	IGKV1	Kappa	None	None	None	None	None
2g75	A	B	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/27/06	Crystal Structure of anti-SARS m396 Antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Prabakaran, P., Gan, J.H., Feng, Y., Zhu, Z.Y., Xiao, X.D., Ji, X., Dimitrov, D.S.	2.28	X-RAY DIFFRACTION	0.277	0.221	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
2g75	C	D	0	NA	NA	NA	NA	IMMUNE SYSTEM	02/27/06	Crystal Structure of anti-SARS m396 Antibody	HOMO SAPIENS	homo sapiens	homo sapiens		Prabakaran, P., Gan, J.H., Feng, Y., Zhu, Z.Y., Xiao, X.D., Ji, X., Dimitrov, D.S.	2.28	X-RAY DIFFRACTION	0.277	0.221	False	True	IGHV1	IGLV3	Lambda	None	None	None	None	None
4jha	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	03/04/13	Crystal Structure of RSV-Neutralizing Human Antibody D25	HOMO SAPIENS	homo sapiens	homo sapiens		Mclellan, J.S., Chen, M., Leung, S., Graepel, K.W., Du, X., Yang, Y., Zhou, T., Baxa, U., Yasuda, E., Beaumont, T., Kumar, A., Modjarrad, K., Zheng, Z., Zhao, M., Xia, N., Kwong, P.D., Graham, B.S.	1.6	X-RAY DIFFRACTION	0.255	0.240	False	True	IGHV1	IGKV1	Kappa	None	None	None	None	None
4ioi	B	A	0	H | E	protein | protein	NA | NA	immunoglobulin g-binding protein a | protein l	immune system	01/07/13	Meditope-enabled trastuzumab in complex with CQFDLSTRRLKC	HOMO SAPIENS; STAPHYLOCOCCUS AUREUS; FINEGOLDIA MAGNA; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	staphylococcus aureus | finegoldia magna	Bzymek, K.P., Zer, C., Avery, K.N., Williams, J.C.	1.95	X-RAY DIFFRACTION	0.204	0.176	False	True	IGHV3	IGKV1	Kappa	None	None	None
3uls	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/11/11	Crystal structure of Fab12	HOMO SAPIENS	homo sapiens	homo sapiens		Luo, J., Gilliland, G.L., Obmolova, O., Malia, T., Teplyakov, A.	2.495	X-RAY DIFFRACTION	0.267	0.212	False	True	IGHV6	IGLV3	Lambda	None	None	None	None	None
3uls	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	11/11/11	Crystal structure of Fab12	HOMO SAPIENS	homo sapiens	homo sapiens		Luo, J., Gilliland, G.L., Obmolova, O., Malia, T., Teplyakov, A.	2.495	X-RAY DIFFRACTION	0.267	0.212	False	True	IGHV6	IGLV3	Lambda	None	None	None	None	None
2yc1	A	B	0	C	protein	NA	beta-mammal toxin cn2	IMMUNE SYSTEM/TOXIN	03/10/11	Crystal structure of the human derived single chain antibody fragment  (scFv) 9004G in complex with Cn2 toxin from the scorpion Centruroides  noxius Hoffmann	HOMO SAPIENS; CENTRUROIDES NOXIUS HOFFMANN	homo sapiens	homo sapiens	centruroides noxius hoffmann	Canul-Tec, J.C., Riano-Umbarila, L., Rudino-Pinera, E., Becerril, B., Possani, L.D., Torres-Larios, A.	1.9	X-RAY DIFFRACTION	0.21212	0.18613	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
2yc1	D	E	0	F	protein	NA	beta-mammal toxin cn2	IMMUNE SYSTEM/TOXIN	03/10/11	Crystal structure of the human derived single chain antibody fragment  (scFv) 9004G in complex with Cn2 toxin from the scorpion Centruroides  noxius Hoffmann	HOMO SAPIENS; CENTRUROIDES NOXIUS HOFFMANN	homo sapiens	homo sapiens	centruroides noxius hoffmann	Canul-Tec, J.C., Riano-Umbarila, L., Rudino-Pinera, E., Becerril, B., Possani, L.D., Torres-Larios, A.	1.9	X-RAY DIFFRACTION	0.21212	0.18613	False	True	IGHV3	IGKV3	Kappa	None	None	None	None	None
4gsd	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/27/12	H5.3 Fab Structure	HOMO SAPIENS	homo sapiens	homo sapiens		Spiller, B.W, Winarski, K.L.	2.251	X-RAY DIFFRACTION	0.203	0.172	False	True	IGHV4	IGLV3	Lambda	None	None	None
5fgc	E	B	0	A	peptide	NA	genome polyprotein	VIRAL PROTEIN	12/20/15	Three dimensional structure of broadly neutralizing human anti - Hepatitis C virus (HCV) glycoprotein E2 Fab fragment HC33.8	HOMO SAPIENS; SYNTHETIC CONSTRUCT	homo sapiens	homo sapiens	hepatitis c virus genotype 1a (isolate h)	Girard-Blanc, C., Rey, F.A., Krey, T.	1.9	X-RAY DIFFRACTION	0.236	0.194	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
4hh9	B	A	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/09/12	Anti-Human Cytomegalovirus (HCMV) Fab KE5	HOMO SAPIENS	homo sapiens	homo sapiens		Bryson, S., Risnes, L., Damgupta, S., Thomson, C.A., Pfoh, R., Schrader, J.W., Pai, E.F.	1.7	X-RAY DIFFRACTION	0.224	0.217	False	False	IGHV3	IGKV3	Kappa	None	None	None
4hh9	D	C	0	NA	NA	NA	NA	IMMUNE SYSTEM	10/09/12	Anti-Human Cytomegalovirus (HCMV) Fab KE5	HOMO SAPIENS	homo sapiens	homo sapiens		Bryson, S., Risnes, L., Damgupta, S., Thomson, C.A., Pfoh, R., Schrader, J.W., Pai, E.F.	1.7	X-RAY DIFFRACTION	0.224	0.217	False	False	IGHV3	IGKV3	Kappa	None	None	None
5d7s	H	L	0	NA	NA	NA	NA	IMMUNE SYSTEM	08/14/15	Crystal structure of MOR04357, a neutralizing anti-human GM-CSF antibody Fab fragment	HOMO SAPIENS	homo sapiens	homo sapiens		Eylenstein, R., Weinfurtner, D., Steidl, S., Boettcher, J., Augustin, M.	1.88	X-RAY DIFFRACTION	0.254	0.213	False	True	IGHV3	IGLV3	Lambda	None	None	None	None	None
1opg	H	L	0	NA	NA	NA	NA	IMMUNOGLOBULIN	04/28/95	OPG2 FAB FRAGMENT	HOMO SAPIENS	homo sapiens	homo sapiens		Kodandapani, R., Veerapandian, B., Ely, K.R.	2.0	X-RAY DIFFRACTION	unknown	unknown	False	False	IGHV5	IGKV5	Kappa	None	None	None	None	None
